Text,Code,libertad_personal_score,libertad_economica_score,text_processed
"Reforzar la calidad de nuestra democracia, a través de instrumentos de regeneración que profundicen en la imparcialidad e independencia de determinados órganos constitucionales.",202,0,0,reforzar calidad democracia través instrumento regeneración profundizar imparcialidad independencia determinado órgano constitucional
Se incrementará a 30 años la experiencia necesaria para ser magistrado del Tribunal Constitucional y,202,0,0,incrementar año experiencia necesario ser magistrar tribunal constitucional
se extenderá el mandato de sus miembros hasta la edad máxima de jubilación (artículo 159 CE).,202,0,0,extender mandato miembro edad máximo jubilación artículo ce
"Consagraremos la independencia del Consejo General del Poder Judicial, promoviendo la elección de doce de sus miembros por y entre jueces y magistrados.",202,0,0,consagraremos independencia consejo general poder judicial promover elección doce miembro juez magistrado
"Consagraremos constitucionalmente que las leyes de aprobación y reforma de los Estatutos de Autonomía sean susceptibles de recurso previo de inconstitucionalidad por las personas e instituciones legitimadas para ello, suspendiéndose su promulgación hasta la resolución del recurso por el Tribunal Constitucional en el plazo máximo de 6 meses.",302,0,0,consagraremos constitucionalmente ley aprobación reformo estatuto autonomía susceptible recurso previo inconstitucionalidad persona institución legitimada él suspender él promulgación resolución recurso tribunal constitucional plazo máximo mes
Lengua y símbolos,,0,0,lengua  símbolo
Principios,,0,0,principio
"Las lenguas de nuestra Nación y los símbolos que nos representan, expresan nuestra voluntad de compartir un proyecto común.",607,0,0,lengua nación símbolo representar expresar voluntad compartir proyecto común
Somos una Nación con una gran riqueza lingüística.,607,0,0,nación gran riqueza lingüístico
"El castellano, nuestra lengua común, es el segundo idioma global más hablado en el mundo.",607,0,0,castellano lengua común segundo idioma global hablado mundo
"Nos sentimos orgullosos de la pluralidad lingüística y cultural de la nación española,",607,0,0,sentir orgulloso pluralidad lingüístico cultural nación español
"y queremos que esta diversidad siga siendo compatible con la Constitución, que reconoce, sin ningún tipo de limitación, el derecho de todos los españoles a utilizar la lengua común.",203,0,0,querer diversidad seguir ser compatible constitución reconocer ninguno tipo limitación derecho español utilizar lengua común
Los españoles tienen derecho a elegir el idioma en el que educar a sus hijos.,201,0,0,español derecho elegir idioma educar hijo
El consenso que hizo posible la Constitución se extendió también a un pacto en torno a los símbolos que nos representan a todos.,203,0,0,consenso hacer posible constitución extender pacto torno símbolo representar
Estos símbolos son un patrimonio que todos debemos respetar.,203,0,0,símbolo patrimonio deber respetar
Desafíos,,0,0,desafío
"La lengua no puede convertirse en un factor de discriminación ni una barrera cultural para restringir derechos,",203,0,0,lengua no poder convertir él factor discriminación ni barrera cultural restringir derecho
"impedir la movilidad geográfica,",203,0,0,impedir movilidad geográfico
o romper la unidad de mercado.,203,0,0,romper unidad mercado
"Determinadas políticas de imposición lingüística han convertido lo que era un elemento de riqueza cultural, en un factor de discriminación y han transformado en una obligación lo que hasta ahora era un derecho: el conocimiento y uso de una lengua cooficial.",201,0,0,determinado política imposición lingüístico convertido elemento riqueza cultural factor discriminación transformado obligación ahora derecho conocimiento uso lengua cooficial
"La falta de respeto a los símbolos o el incumplimiento de las leyes que los regulan y protegen, es un ataque a nuestro modelo constitucional.",203,0,0,faltar respetar símbolo incumplimiento ley regular protegen ataque modelo constitucional
El incumplimiento respecto al uso de la bandera puede ocultar el propósito de negar que una parte del territorio forma parte de España.,601,0,0,incumplimiento respecto uso bandera poder ocultar propósito negar parte territorio formar parte españa
Objetivos,,0,0,objetivo
"Queremos garantizar un bilingüismo equilibrado, con el fin de que la lengua sea un instrumento de libertad al servicio de las personas, un vehículo de entendimiento y no una fuente de desigualdades.",201,0,0,querer garantizar bilingüismo equilibrado fin lengua instrumento libertad servicio persona vehículo entendimiento no fuente desigualdad
"Los poderes públicos garantizarán que todos los españoles puedan ejercer este derecho que les asiste, también, en el ámbito de la educación.",201,0,0,poder público garantizar español poder ejercer derecho asiste ámbito educación
Reconocemos el derecho de las Comunidades Autónomas con lengua cooficial a impulsar y extender su conocimiento.,607,0,0,reconocer derecho comunidad autónomo lengua cooficial impulsar extender conocimiento
"De la misma manera, velaremos por la efectividad del derecho constitucional de conocer y utilizar la lengua común.",203,0,0,mismo manera velarer efectividad derecho constitucional conocer utilizar lengua común
"Abordaremos las reformas oportunas para hacer cumplir de forma efectiva las leyes relativas al uso de la bandera de España, como garantía de normalidad democrática.",601,0,0,abordarer reforma oportuno hacer cumplir forma efectivo ley relativo uso bandera españa garantir normalidad democrático
Propuestas,,0,0,propuesta
Estableceremos las medidas necesarias para garantizar el derecho de todos los españoles a usar el castellano y,201,0,0,establecerer medida necesario garantizar derecho español usar castellano
asegurar que ningún ciudadano sea discriminado por el ejercicio de este derecho.,201,0,0,asegurar ninguno ciudadano discriminado ejercicio derecho
Garantizaremos por ley el derecho a utilizar y a estudiar en castellano en todas las etapas del sistema educativo.,201,0,0,garantizar ley derecho utilizar estudiar castellano todo etapa sistema educativo
"En aquellas Comunidades Autónomas que tengan, junto con la lengua oficial del Estado, otra lengua cooficial de acuerdo con sus Estatutos estarán garantizados:",,0,0,aquel comunidad autónomo junto lengua oficial lengua cooficial acuerdo estatuto garantizado
"Los derechos preferentes de los padres y de los alumnos, de modo que en todas las etapas educativas y en todos los cursos, la lengua castellana sea vehicular en las distintas áreas y materias junto con la otra lengua cooficial, en el marco de un modelo de bilingüismo integrador, teniendo en cuenta la realidad sociolingüística del entorno educativo.",201,0,0,derecho preferente padr alumno modo todo etapa educativo curso lengua castellano vehicular distinto área materia junto lengua cooficial marco modelo bilingüismo integrador contar realidad sociolingüístico entorno educativo
"El derecho a cursar las enseñanzas en la lengua oficial del Estado, en aquellos casos en que, por circunstancias familiares o laborales, los alumnos residan temporalmente en la Comunidad Autónoma.",201,0,0,derecho cursar enseñanza lengua oficial aquel caso circunstancia familiar laboral alumno residir temporalmente comunidad autónomo
"La lengua castellana tendrá el tratamiento propio y el horario necesario para garantizar que todos los escolares la comprendan y se expresen en ella con corrección, oralmente y por escrito, al finalizar la enseñanza básica.",201,0,0,lengua castellano tratamiento propio horario necesario garantizar escolar comprender expresen corrección oralmente escrito finalizar enseñanza básico
"El Estado, a través de la Alta Inspección, velará por el cumplimiento de estos objetivos.",201,0,0,través alto inspección velar cumplimiento objetivo
Incorporaremos a la Ley que regula el uso de la Bandera y otros Símbolos las previsiones y mecanismos jurídicos que garanticen su estricto cumplimiento.,601,0,0,incorporarer ley regular uso banderar símbolo previsión mecanismo jurídico garantizar estricto cumplimiento
Administración Autonómica,,0,0,administración autonómico
Principios,,0,0,principio
La España de las Autonomías nace de un acuerdo que es la síntesis acertada de las distintas formas de ver y entender España.,301,0,0,españa autonomía nacer acuerdo síntesis acertado distinto forma ver entender españa
"Ha conseguido vertebrar a la sociedad española y contribuir a su bienestar, desarrollo y cohesión.",301,0,0,conseguido vertebrar sociedad español contribuir bienestar desarrollo cohesión
La España autonómica hace de la diversidad un elemento enriquecedor sin menoscabo de la unidad.,607,0,0,españa autonómico hacer diversidad elemento enriquecedor menoscabo unidad
"Contribuye al desarrollo del principio de igualdad, cohesión y solidaridad.",606,0,0,contribuir desarrollo principio igualdad cohesión solidaridad
La descentralización que ofrece el Estado autonómico supone una oportunidad para afrontar en mejores condiciones la complejidad del mundo globalizado.,301,0,0,descentralización ofrecer autonómico suponer oportunidad afrontar mejor condición complejidad mundo globalizado
"Somos un partido que ha promovido el desarrollo del Estado de las Autonomías,",301,0,0,partido promovido desarrollo autonomía
que ha protagonizado los grandes acuerdos del Estado autonómico y,301,0,0,protagonizado grande acuerdo autonómico
que cuenta con una larga trayectoria de gobiernos autonómicos.,301,0,0,contar largo trayectoria gobiernos autonómico
Valoramos extraordinariamente la capacidad de autogobierno de las Comunidades Autónomas a la hora de dar respuesta a las necesidades de los ciudadanos.,301,0,0,valoramos extraordinariamente capacidad autogobierno comunidad autónomo hora dar respuesta necesidad ciudadano
Consideramos que el principio constitucional de igualdad entre todos los españoles es la condición que garantiza el equilibrio entre los principios de unidad y autonomía.,503,1,-1,considerar principio constitucional igualdad español condición garantizar equilibrio principios unidad autonomío
Desafíos,,0,0,desafío
La viabilidad del Estado se encuentra en estos momentos seriamente comprometida.,606,0,0,viabilidad encontrar momento seriamente comprometido
Las tensiones introducidas en el modelo territorial en esta última legislatura han desestabilizado la arquitectura del Estado autonómico y han dañado gravemente los principios de igualdad y solidaridad.,606,0,0,tensión introducido modelo territorial último legislatura desestabilizado arquitectura autonómico dañado gravemente principio igualdad solidaridad
Estas tensiones han quebrado el modelo de financiación autonómica y,202,0,0,tensión quebrado modelo financiación autonómico
han debilitado el papel de las Cortes Generales como garantes del interés general a la hora de decidir las inversiones públicas.,202,0,0,debilitado papel corte general garant interés general hora decidir inversión público
"Las exigencias del siglo xxi hacen necesario garantizar la existencia de un Estado eficaz y cohesionado, en el que los distintos niveles de gobierno sumen sus capacidades para dar respuesta a las nuevas necesidades y preocupaciones de los ciudadanos y poder influir en una agenda global que cada día les afecta más directamente.",303,0,0,exigencia siglo xxi hacer necesario garantizar existencia eficaz cohesionado distinto nivel gobierno sumir capacidad dar respuesta nuevo necesidad preocupación ciudadano poder influir agenda global cada día afectar directamente
El entendimiento y la cooperación entre las Administraciones es la mejor garantía para una gestión eficaz de los servicios públicos que asegure la igualdad de todos.,303,0,0,entendimiento cooperación administración mejor garantía gestión eficaz servicio público asegurar igualdad
"Es más necesario que nunca establecer nuevos mecanismos de cohesión, cooperación y solidaridad y a la vez reforzar los ya existentes.",303,0,0,necesario nunca establecer nuevo mecanismo cohesión cooperación solidaridad vez reforzar existente
"Es imprescindible la existencia de un Estado viable para la España del siglo xxi, que garantice la equidad y calidad de los servicios públicos prestados a los españoles.",202,0,0,imprescindible existencia viable españa siglo xxi garantizar equidad calidad servicio público prestado español
Objetivos,,0,0,objetivo
Estableceremos los mecanismos necesarios de cooperación y coordinación entre Administraciones para una gestión más eficaz de los servicios.,303,0,0,establecerer mecanismo necesario cooperación coordinación administraciones gestión eficaz servicio
Plantearemos un marco actualizado de financiación autonómica que reinstaure el principio de multilateralidad y,303,0,0,plantearer marco actualizado financiación autonómico reinstaurar principio multilateralidad
garantice la equidad atendiendo a las necesidades reales de las Comunidades Autónomas.,303,0,0,garantizar equidad atender necesidad real comunidad autónomo
Nos comprometemos a devolver el equilibrio y la objetividad a las inversiones del Estado.,503,1,-1,comprometer devolver equilibrio objetividad inversión
Volveremos a asignar las inversiones de acuerdo con las necesidades reales de las Comunidades Autónomas garantizando así la cohesión territorial.,503,1,-1,volver asignar inversión acuerdo necesidad real comunidad autónomo garantizar así cohesión territorial
Propuestas,,0,0,propuesta
Aprobaremos una Ley de Cooperación entre las Administraciones Públicas que perfeccione los mecanismos ya existentes y,303,0,0,aprobarer ley cooperación administración público perfeccionir mecanismo existente
cree nuevos instrumentos en aquellas materias en los que sean necesarios.,303,0,0,creer nuevo instrumento aquel materia necesario
"Crearemos un Consejo de Cooperación Estado-Comunidades Autónomas, en el que estén representados el Gobierno de la Nación y las Comunidades Autónomas, que se reúna al menos trimestralmente para evaluar los mecanismos de cooperación,",303,0,0,crearer consejo cooperación estadocomunidades autónomo representado gobierno nación comunidad autónomo reúna menos trimestralmente evaluar mecanismo cooperación
la gestión de las políticas en materias con competencias compartidas y exija el cumplimiento de los acuerdos alcanzados.,303,0,0,gestión política materia competencia compartido exigir cumplimiento acuerdo alcanzado
"Crearemos una Agencia de Gestión de Crisis con competencia en todo el territorio nacional para coordinar los medios y esfuerzos de la Administración General del Estado, Comunidades Autónomas y Corporaciones Locales ante estas situaciones.",303,0,0,crearer agencia gestión crisis competencia territorio nacional coordinar medio esfuerzo administración general comunidad autónomo corporación local situación
"Consensuaremos un modelo actualizado de financiación autonómica, fortaleciendo el principio de multilateralidad y",303,0,0,consensuarer modelo actualizado financiación autonómico fortalecer principio multilateralidad
adaptando sus principios al aumento de la población y a la realidad geográfica de nuestro país.,303,0,0,adaptar principio aumento población realidad geográfico país
Administración Local,,0,0,administración local
Principios,,0,0,principio
La Administración Local es el tercer pilar de la España constitucional.,301,0,0,administración local tercer pilar españa constitucional
"Un Estado viable precisa de unos gobiernos locales cercanos, eficaces y transparentes.",301,0,0,viable precisar gobierno local cercano eficaz transparente
"Los gobiernos locales desempeñan un papel fundamental en el desarrollo económico, social y cultural de España.",301,0,0,gobierno local desempeñar papel fundamental desarrollo económico social cultural españa
Es la Administración más cercana y que mejor conoce los problemas de los ciudadanos.,301,0,0,administración cercano mejor conocer problema ciudadano
Desafíos,,0,0,desafío
"Los gobiernos locales se han visto obligados en muchas ocasiones a ir más allá de sus competencias propias, asumiendo tareas que trascienden a su capacidad.",301,0,0,gobierno local visto obligado mucho ocasión ir allá competencia propio asumir tarea trasciendar capacidad
Esta situación ha puesto en cuestión la viabilidad financiera de los Ayuntamientos.,301,0,0,situación puesto cuestión viabilidad financiero ayuntamiento
Objetivos,,0,0,objetivo
Reforzaremos la democracia local mediante la modernización de los Ayuntamientos y Diputaciones.,301,0,0,reforzarer democracia local mediante modernización ayuntamiento diputación
"Impulsaremos la descentralización de determinadas competencias hacia los municipios y provincias, atendiendo a las particularidades de las grandes ciudades.",301,0,0,impulsar descentralización determinado competencia hacia municipio provincia atender particularidad grande ciudad
"Reformaremos el régimen local básico, común para toda España, para lograr que cualquier ciudadano, independientemente del lugar donde viva, disfrute de los mismos derechos, prestaciones y servicios públicos.",301,0,0,reformarar régimen local básico común todo españa lograr cualquiera ciudadano independientemente lugar vivo disfrutir mismo derechos prestaciones servicio público
Desarrollaremos un nuevo modelo de financiación local estable y suficiente que garantice nuestro modelo descentralizado y,301,0,0,desarrollarer nuevo modelo financiación local estable suficiente garantizar modelo descentralizado
asegure la prestación de unos servicios de calidad.,301,0,0,asegurar prestación servicio calidad
Propuestas,,0,0,propuesta
Impulsaremos el Estatuto del Gobierno Local como norma básica del marco institucional y competencial de las Administraciones Locales.,301,0,0,impulsarer estatuto gobierno local norma básico marco institucional competencial administración local
Revisaremos la financiación de las Corporaciones Locales e,301,0,0,revisarer financiación corporación local
incentivaremos a aquellas que liberen más suelo para la construcción de viviendas y a las que demuestren un mayor compromiso con el medio ambiente y la lucha contra el cambio climático.,301,0,0,incentivaremos aquel liberar suelo construcción vivienda demostrar mayor compromiso medio ambiente luchar cambio climático
"El nuevo sistema de financiación local, que implicará una nueva Ley de Haciendas Locales, debe basarse en los siguientes principios:",,0,0,nuevo sistema financiación local implicar nuevo ley hacienda local deber basar él siguiente principio
"Autonomía municipal, que ha de plasmarse no sólo en una mayor capacidad normativa sino en una participación activa de los municipios en las negociaciones, de carácter multilateral, sobre los modelos de financiación.",301,0,0,autonomía municipal plasmar él no sólo mayor capacidad normativo sino participación activo municipio negociación carácter multilateral modelo financiación
Suficiencia.,301,0,0,suficiencia
Deben contar con aquellos recursos que les permitan atender adecuadamente las competencias que tienen atribuidas y aquellas que se les reconozcan.,301,0,0,deber contar aquel recurso permitir atender adecuadamente competencia atribuido aquel reconocer
Corresponsabilidad fiscal.,301,0,0,corresponsabilidad fiscal
Las Administraciones Locales velarán por la buena gestión de sus ingresos.,301,0,0,administración local velar buen gestión ingreso
Transparencia.,301,0,0,transparencia
La gestión municipal en el ámbito de su financiación ha de basarse en normas claras y,301,0,0,gestión municipal ámbito financiación basar él norma claro
"las actuaciones de los gobiernos locales han de ser predecibles, no arbitrarias y sometidas a un estricto control.",301,0,0,actuación gobierno local ser predecibl no arbitrario sometido estricto control
Eficiencia.,301,0,0,eficiencia
